ManufacturerName,Transmission,Colour,EngineFuel,EngineHasGas,EngineType,BodyType,ModelName
Nissan,mechanical,red,gasoline,FALSE,gasoline,cabriolet,100NX
Nissan,mechanical,red,gasoline,FALSE,gasoline,coupe,100NX
Nissan,mechanical,black,gasoline,FALSE,gasoline,coupe,100NX
Nissan,mechanical,red,gasoline,FALSE,gasoline,sedan,100NX
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,diesel,FALSE,diesel,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,violet,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,violet,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,diesel,FALSE,diesel,hatchback,200-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,violet,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,diesel,FALSE,diesel,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,white,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,200-Series
Nissan,mechanical,green,gasoline,FALSE,gasoline,coupe,200SX
Nissan,automatic,red,hybrid-diesel,FALSE,diesel,coupe,200SX
Nissan,mechanical,red,gasoline,FALSE,gasoline,coupe,200SX
Nissan,mechanical,red,gasoline,FALSE,gasoline,coupe,200SX
Nissan,mechanical,red,gasoline,FALSE,gasoline,coupe,200SX
Mitsubishi,mechanical,black,gasoline,FALSE,gasoline,coupe,3000GT
Mitsubishi,mechanical,black,gasoline,FALSE,gasoline,coupe,3000GT
Mitsubishi,mechanical,black,gasoline,FALSE,gasoline,coupe,3000GT
Mitsubishi,mechanical,black,gasoline,FALSE,gasoline,coupe,3000GT
Mitsubishi,mechanical,red,gasoline,FALSE,gasoline,coupe,3000GT
Mitsubishi,mechanical,yellow,gasoline,FALSE,gasoline,coupe,3000GT
Nissan,mechanical,orange,gasoline,FALSE,gasoline,coupe,350Z
Nissan,automatic,silver,gasoline,FALSE,gasoline,coupe,350Z
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,black,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,white,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,other,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,red,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,other,diesel,FALSE,diesel,sedan,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gas,TRUE,gasoline,hatchback,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,diesel,FALSE,diesel,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,universal,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,grey,diesel,FALSE,diesel,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,green,hybrid-petrol,FALSE,gasoline,hatchback,400-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,400-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,400-Series
Москвич,mechanical,blue,gasoline,FALSE,gasoline,hatchback,423 Kombi
Toyota,automatic,red,gas,TRUE,gasoline,suv,4Runner
Toyota,automatic,grey,gas,TRUE,gasoline,suv,4Runner
Toyota,automatic,green,gasoline,FALSE,gasoline,suv,4Runner
Toyota,automatic,black,gasoline,FALSE,gasoline,suv,4Runner
Toyota,automatic,grey,gasoline,FALSE,gasoline,suv,4Runner
LADA,mechanical,grey,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,black,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,blue,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,blue,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,green,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,blue,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,white,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,silver,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,yellow,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,red,gasoline,FALSE,gasoline,pickup,4x4
LADA,mechanical,silver,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,blue,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,green,gasoline,FALSE,gasoline,suv,4x4
LADA,mechanical,grey,gasoline,FALSE,gasoline,suv,4x4
Fiat,automatic,green,gasoline,FALSE,gasoline,hatchback,500L
Fiat,automatic,yellow,gasoline,FALSE,gasoline,hatchback,500L
Fiat,automatic,green,gasoline,FALSE,gasoline,hatchback,500L
Fiat,automatic,white,gasoline,FALSE,gasoline,minivan,500L
Fiat,mechanical,black,gasoline,FALSE,gasoline,suv,500X
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,silver,gas,TRUE,gasoline,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,grey,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,silver,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,other,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,other,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,other,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,other,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,black,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,silver,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,automatic,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,black,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,green,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,yellow,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,silver,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,white,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,blue,diesel,FALSE,diesel,sedan,600-Series
Rover,mechanical,green,diesel,FALSE,diesel,sedan,600-Series
Rover,automatic,grey,gas,TRUE,gasoline,sedan,600-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,red,gasoline,FALSE,gasoline,sedan,600-Series
Rover,mechanical,other,gasoline,FALSE,gasoline,sedan,800-Series
Rover,mechanical,grey,gasoline,FALSE,gasoline,sedan,800-Series
Rover,mechanical,blue,gasoline,FALSE,gasoline,sedan,800-Series
Rover,mechanical,black,gasoline,FALSE,gasoline,sedan,800-Series
Saab,automatic,grey,gasoline,FALSE,gasoline,suv,9 - 7X
Saab,automatic,red,gasoline,FALSE,gasoline,suv,9 - 7X
Saab,mechanical,silver,gasoline,FALSE,gasoline,universal,9-2X
ЗАЗ,mechanical,white,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,red,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,blue,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,red,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,red,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,white,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,other,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,red,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,white,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,white,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,red,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,yellow,gasoline,FALSE,gasoline,sedan,968м
ЗАЗ,mechanical,blue,gasoline,FALSE,gasoline,coupe,968м
ЗАЗ,mechanical,orange,gasoline,FALSE,gasoline,sedan,968м
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A1
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A1
Audi,automatic,red,gasoline,FALSE,gasoline,hatchback,A1
Audi,mechanical,white,gasoline,FALSE,gasoline,hatchback,A1
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A1
Audi,mechanical,black,gasoline,FALSE,gasoline,hatchback,A1
Audi,automatic,other,gasoline,FALSE,gasoline,hatchback,A1
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A1
Chery,mechanical,orange,gasoline,FALSE,gasoline,hatchback,A1
Chery,mechanical,other,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,silver,gasoline,FALSE,gasoline,sedan,A13
Chery,mechanical,black,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,black,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,yellow,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,red,gasoline,FALSE,gasoline,sedan,A13
Chery,mechanical,white,gasoline,FALSE,gasoline,liftback,A13
Chery,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A13
Chery,mechanical,black,gasoline,FALSE,gasoline,liftback,A13
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,green,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,red,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,blue,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,green,gasoline,FALSE,gasoline,minivan,A140
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,automatic,red,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,automatic,black,diesel,FALSE,diesel,sedan,A140
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A140
Mercedes-Benz,mechanical,white,diesel,FALSE,diesel,sedan,A140
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,automatic,white,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,automatic,silver,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,grey,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,automatic,white,gasoline,FALSE,gasoline,coupe,A150
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A150
Mercedes-Benz,automatic,green,gasoline,FALSE,gasoline,minivan,A160
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,automatic,silver,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,white,diesel,FALSE,diesel,hatchback,A160
Mercedes-Benz,automatic,red,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,automatic,red,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,grey,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,automatic,blue,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,green,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,blue,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,green,gasoline,FALSE,gasoline,hatchback,A160
Mercedes-Benz,mechanical,green,diesel,FALSE,diesel,hatchback,A160
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,minivan,A170
Mercedes-Benz,mechanical,green,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A170
Mercedes-Benz,automatic,green,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,silver,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,green,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,automatic,silver,gasoline,FALSE,gasoline,hatchback,A170
Mercedes-Benz,mechanical,other,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,automatic,black,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,automatic,blue,gasoline,FALSE,gasoline,sedan,A170
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,other,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,automatic,blue,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,green,diesel,FALSE,diesel,sedan,A170
Mercedes-Benz,automatic,silver,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,blue,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,mechanical,grey,diesel,FALSE,diesel,sedan,A170
Mercedes-Benz,mechanical,silver,diesel,FALSE,diesel,hatchback,A170
Mercedes-Benz,automatic,black,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,automatic,red,gasoline,FALSE,gasoline,hatchback,A180
Mercedes-Benz,automatic,other,gasoline,FALSE,gasoline,hatchback,A180
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,hatchback,A180
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,mechanical,grey,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,mechanical,black,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,automatic,black,diesel,FALSE,diesel,hatchback,A180
Mercedes-Benz,mechanical,red,diesel,FALSE,diesel,sedan,A190
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,sedan,A190
Mercedes-Benz,mechanical,black,gasoline,FALSE,gasoline,hatchback,A190
Audi,mechanical,black,gasoline,FALSE,gasoline,minivan,A2
Mercedes-Benz,automatic,silver,gasoline,FALSE,gasoline,sedan,A200
Mercedes-Benz,automatic,white,gasoline,FALSE,gasoline,hatchback,A200
Mercedes-Benz,automatic,red,gasoline,FALSE,gasoline,hatchback,A200
Mercedes-Benz,automatic,black,gasoline,FALSE,gasoline,hatchback,A200
Mercedes-Benz,automatic,white,gasoline,FALSE,gasoline,hatchback,A200
Mercedes-Benz,mechanical,silver,diesel,FALSE,diesel,sedan,A210
Mercedes-Benz,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A210
Mercedes-Benz,automatic,other,diesel,FALSE,diesel,sedan,A210
Audi,automatic,other,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,sedan,A3
Audi,automatic,silver,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,red,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,grey,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,other,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,silver,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,other,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,black,diesel,FALSE,diesel,hatchback,A3
Audi,mechanical,silver,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,green,diesel,FALSE,diesel,hatchback,A3
Audi,mechanical,blue,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,blue,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,sedan,A3
Audi,mechanical,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,blue,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,grey,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,red,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,black,diesel,FALSE,diesel,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,grey,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,grey,diesel,FALSE,diesel,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,silver,diesel,FALSE,diesel,liftback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,black,gasoline,FALSE,gasoline,sedan,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,automatic,white,gasoline,FALSE,gasoline,hatchback,A3
Audi,mechanical,silver,diesel,FALSE,diesel,hatchback,A3
Audi,automatic,red,gasoline,FALSE,gasoline,hatchback,A3
